"TOTAL_REVENUE","INSTR_TOTAL_EXP_RATIO","MEDIAN_INCOME","ALL_STUDENT_TEACHER_RATIO","avg_att_rate","povrate","wic_total","health_rank","pop_govhealthins","anti_education","party_state","policy_mood","innovatescore","pollib_median","AVG_ALL_SCORES","grad_rate"
16.00711261,0.956524806881161,10.76095269,15.29040352,93.68177143,19.2,139856,49,1591.563556,0.085541692,-0.052685527,37.79687548,0.19824525,-1.07243,245.896422,74.6
16.0292632,0.954987872216093,10.87261471,15.4684315,93.68177143,21.1,128935,49,1672.352889,0.091381035,-0.084052382,37.79687548,0.19824525,-1.025851515,246.4197812,78.6
14.91971849,0.963785372443135,11.16840824,12.13618816,92.7792,11.6,21743,16,454.42,0.063319915,-0.068965517,42.10300064,0.120763,1.06692,248.6659449,77.6
14.93297651,0.963879787285966,11.21786591,11.93683958,92.1866,12.6,23454,10,465.164,0.06290297,0.032967035,39.29499817,0.22237,1.55515,252.6573792,76.3
14.96044754,0.963966007040894,11.18420954,11.5289433,89.2563,10.9,24693,14,500.233,0.068646089,0.079136692,41.48699951,0.591787,1.491,254.30338,79.1
14.9596961,0.957208720790206,11.10809231,12.12512569,88.8958,11.4,26663,9,525.494,0.081129744,0.067164183,38.26800156,0.31164,1.45878,255.0747068,82.3
14.92362146,0.956857813219118,11.05787952,12.29025695,91.13031429,13.4,26267,10,525.788,0.101081678,0.150000006,40.01087475,0.31164,1.38788,254.8952935,85
14.88732747,0.957601762716463,10.99601188,12.20194612,91.13031429,12.3,24380,12,556.2938889,0.107447809,0.146049811,40.01087475,0.31164,1.43639,256.5747435,86.5
14.90305344,0.958741866594149,10.97268936,12.21619458,91.13031429,12.9,21781,12,577.6245556,0.118414251,0.181421479,40.01087475,0.31164,1.492652727,254.6554098,87
16.31184052,0.962531457428412,11.51171683,15.65026543,93.0324,8.6,101283,25,1151.46,0.051725368,0.150470212,45.20299911,0.135473,1.54149,248.4773751,79.5
16.38250997,0.960857967735542,11.53826231,15.70862598,93.0854,9.7,108540,31,1371.06,0.047680373,0.21238938,41.43899918,0.004006,1.52264,249.9747792,79.9
16.48645454,0.960606479887663,11.49924597,14.57214722,93.8727,8.8,123868,23,1343.83,0.051431432,0.240476191,45.81600189,0.178218,1.67121,253.7349305,80.4
16.57159339,0.962838793209793,11.40912024,14.31728877,93.7725,9.6,146411,21,1374.08,0.062978887,0.238095239,48.37799835,0.007874,1.77237,255.7681291,82.9
16.54594408,0.963162046891542,11.38432255,14.58554366,93.44974286,9.3,147421,24,1602.02,0.080556187,0.2265625,45.36362457,0.08139275,1.65911,258.3058988,84
16.53837247,0.963737086688313,11.25998393,14.89363287,93.44974286,10.3,144628,25,1589.956,0.084814098,0.291216779,45.36362457,0.08139275,1.72129,258.3708014,86.4
16.5688176,0.964222899393028,11.34422471,14.77362589,93.44974286,10.3,142841,25,1666.558,0.093767466,0.311709069,45.36362457,0.08139275,1.866751061,250.2655981,87.6
16.59870569,0.966404089519014,11.48539506,13.24533107,95.1001,10.3,113957,6,1577,0.070919047,0.188059703,49.31600189,0.034826,1.78329,255.5496126,79.3
16.65247022,0.965788299059481,11.46107354,13.29137999,95.7035,10.1,114161,7,1701,0.056980309,0.134453788,43.24200058,0.045455,2.02542,257.785929,79.5
16.69677586,0.96553587636588,11.38360833,13.24085187,95.2462,11.2,118072,7,1962,0.057873813,0.201474205,47.42399979,0.066076,1.91776,263.3894615,81.5
16.72305252,0.967982835975917,11.33117126,13.62126765,95.3753,10.8,127944,3,2344,0.054840302,0.224770635,43.89699936,0.00295,2.05889,262.9145297,83
16.6815676,0.966616045708574,11.3001124,13.89821072,95.49897143,10.6,119099,7,2165,0.070914103,0.201149419,44.91550016,0.03732675,2.01863,264.3791793,85
16.69237432,0.96543991594181,11.22412495,13.51675471,95.49897143,11.9,119952,6,2461.022222,0.069621678,0.232509153,44.91550016,0.03732675,2.15322,260.8316047,86.1
16.72758702,0.96701302549615,11.26312806,13.30165649,95.49897143,11.8,113262,6,2643.622222,0.072455958,0.247071211,44.91550016,0.03732675,2.198269848,262.7852522,87.5
17.06554626,0.952509378594983,11.36160373,19.92477259,90.4956,11.4,216684,29,2490.72,0.061025785,0.001930502,44.91699982,0.034039,0.357379,248.9376063,72.5
17.03936964,0.953638921096155,11.26259794,17.40187603,90.3426,12,226601,32,2640.67,0.051812214,0.096938774,38.36899948,0.044071,0.45201,250.0791365,72.2
17.05313843,0.957394273621801,11.21456315,17.57148832,90.316,10.8,232206,33,2814.79,0.054537248,0.094308943,44.30199814,0.140638,0.330086,250.4920786,76.3
16.97170844,0.955726360259738,11.07583527,17.51821559,89.5839,14,243275,30,2849.92,0.056871384,0.111878455,43.35300064,0.011364,0.4837,249.9093645,76
16.91134893,0.958663850646901,11.04135951,17.90974659,90.25021429,15,252705,33,3183.62,0.065358343,0.103448279,42.2253747,0.057528,0.372092,247.5319725,76
16.81791554,0.959699521714482,10.96932665,18.05345546,90.25021429,14.5,254126,32,3316.285222,0.066672097,0.111253349,42.2253747,0.057528,0.285625,250.8780768,78.6
16.84105178,0.959798084304381,11.03840525,18.08504684,90.25021429,15.5,244829,32,3478.362889,0.069767307,0.12377129,42.2253747,0.057528,0.281496061,249.5274264,79.7
16.28664559,0.955478058500634,11.52139083,16.0371724,94.0728,7.4,110117,1,1087.2,0.063063089,0.140762463,42.72700119,0.037945,1.40347,255.6765364,84.7
16.26152324,0.958754447900771,11.42837143,16.07806029,93.8371,8.1,123275,1,1160.86,0.055811094,0.170634925,37.64500046,0.051236,1.35993,256.9697496,86.2
16.30046422,0.957968321205416,11.37665237,16.202101,94.3442,9.3,134671,2,1270.77,0.068431203,0.052873563,42.36199951,0.227907,1.30727,256.4329586,86.4
