PRIMARY_KEY,STATE,YEAR,Inflation_pegged_2019,ALTERNATIVE_KEY,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,KINDERGARTEN_ALL_RATIO_DIFF,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,MEDIAN_INCOME,ALL_STUDENT_TEACHER_RATIO,AVG_ALL_SCORES
2009_SOUTH_CAROLINA,SOUTH_CAROLINA,2009,0.197,2009_SOUTH CAROLINA,714290,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422,1318784,48221,669528,235.6683025,280.3808554,215.9422982,268.6782355,22.82209656,718113,49941,8.442869075,,16.03261079,13.68690256,15.2913315,15.1833166,16.12681622,15.34449997,14.89686784,13.07508545,14.27203908,10.96336832,14.37922749,250.1674229
2009_SOUTH_DAKOTA,SOUTH_DAKOTA,2009,0.197,2009_SOUTH DAKOTA,126624,1258876,201889,412798,644189,1273527,645912,379946,56772,154459,53764,113153,242.0977898,290.6191277,222.1665928,259.495771,22.08779443,126429,9244,8.410922948,,14.22554824,12.39529175,13.11053207,13.55556587,14.2371192,13.55823698,13.02760284,11.12661695,12.12750239,11.0721778,13.67687148,253.5948203
2009_TENNESSEE,TENNESSEE,2009,0.197,2009_TENNESSEE,971484,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464,652210,47535,895804,231.8254862,274.7618211,216.7378111,265.0892467,18.87853247,971950,64926,3.908412645,,16.08878376,13.85649671,15.33055897,15.23128028,16.14839011,15.56598636,14.90370447,13.22197775,13.5679403,10.94903999,14.97011983,247.1035913
2009_TEXAS,TEXAS,2009,0.197,2009_TEXAS,4647205,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408,9297597,55699,4480777,240.4646237,286.6850767,218.8582724,270.7005367,17.68094866,4752148,327905,3.188495056,,17.8683519,15.5873849,16.97639275,17.15083548,17.97641662,17.16903391,16.61995287,14.82362225,16.22508496,11.1075359,14.49245361,254.1771274
2009_UTAH,UTAH,2009,0.197,2009_UTAH,532433,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325,821593,68623,523902,240.3187126,284.0682519,219.2041302,259.8855897,40.94516971,559778,23657,17.2829133,,15.43964293,13.37025719,14.79463951,14.38717713,15.48141212,14.76979529,14.00392791,12.82519384,13.79881884,11.31620146,23.66225641,250.8691711
2009_VERMONT,VERMONT,2009,0.197,2009_VERMONT,86320,1683034,102453,1336424,244157,1661019,859433,489015,49100,64170,61381,85235,247.7672261,292.8660964,228.7357836,257.2741846,16.46808511,93625,8766,5.787615109,,14.5159271,11.71697786,14.28532637,12.58538517,14.50276025,13.84384658,13.27996687,10.98143274,11.24910952,11.20467405,10.68047,256.6608227
2009_VIRGINIA,VIRGINIA,2009,0.197,2009_VIRGINIA,1235064,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858,1418914,70981,1153059,243.0712969,286.069755,226.527568,270.0609902,21.30561478,1235795,71415,4.001196944,,16.7200056,13.90595883,15.83868642,16.07717513,16.73683446,16.09876009,15.56679625,13.44169676,14.34522077,11.34998594,17.30441784,256.4324025
2009_WASHINGTON,WASHINGTON,2009,0.197,2009_WASHINGTON,1035907,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407,1818982,70853,960800,242.2570912,288.7223756,221.3301104,260.9466762,28.68337218,1037018,54428,9.630348005,,16.4823178,14.32133305,15.96193996,15.24614005,16.50008989,15.78443026,15.23801882,13.32082101,14.59360599,11.34818101,19.05302418,253.3140634
2009_WEST_VIRGINIA,WEST_VIRGINIA,2009,0.197,2009_WEST VIRGINIA,281908,3097212,355325,1793917,947970,3121728,1759397,994305,196984,157049,47504,261208,232.9831445,270.4157659,214.5202002,260.368795,19.66071429,282729,20209,5.670462418,,15.12583134,12.96060657,14.57973048,13.94189656,15.13371568,14.56030012,13.98961771,12.37069621,12.14413156,10.94838762,13.99025187,244.5719764
2009_WISCONSIN,WISCONSIN,2009,0.197,2009_WISCONSIN,867035,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295,648807,60112,811342,243.5852535,288.1407262,220.1355406,265.5915771,18.06822262,873750,59401,3.358874294,,16.39241311,14.22526462,15.56082964,15.59420977,16.38229934,15.76301517,15.21394968,13.24729258,13.562709,11.18378319,14.70934833,254.3632744
2009_WYOMING,WYOMING,2009,0.197,2009_WYOMING,86971,1675761,108333,945765,621663,1658156,744877,482641,47165,372507,61559,80749,242.0091957,286.104034,222.6521963,272.3051342,18.17380353,87161,7000,5.722232098,,14.51159637,11.77278352,13.93956783,13.51997185,14.50103513,13.70079281,13.26684681,10.9412258,13.00782954,11.20756977,12.45157143,255.7676401
2011_ALABAMA,ALABAMA,2011,0.141,2011_ALABAMA,746933,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140,564183,47654,687019,231.286019,269.0965158,220.2734133,257.3835093,11.26447739,755552,49363.24,-4.041487131,,15.9457454,14.02166002,15.32507633,14.79501673,15.95048464,15.29394343,14.77854447,13.36606024,13.37503902,10.90362692,15.30596452,244.5098644
2011_ALASKA,ALASKA,2011,0.141,2011_ALASKA,131704,2357828,420152,1416163,521513,2443898,1215062,908567,81031,180137,64260,120714,236.359658,283.2727979,207.9236959,267.5429942,23.05606817,132104,8170.64,6.887934458,,14.80515649,13.0802769,14.29536673,13.29639455,14.84100993,14.14221073,13.85152898,11.43449215,12.23337802,11.2025977,16.16813371,248.7747865
2011_ARIZONA,ARIZONA,2011,0.141,2011_ARIZONA,946571,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633,741124,54403,995665,235.157597,279.0335017,212.3950499,270.9661722,29.80972288,1071751,50030.62,8.387821649,,16.07911584,14.16720476,15.06403187,15.36541963,16.10038838,15.32813749,15.02416635,12.89940044,13.6478283,11.03607965,21.42190123,249.3880802
2011_ARKANSAS,ARKANSAS,2011,0.141,2011_ARKANSAS,475551,5176362,827026,3701224,648112,5669431,2559292,1655684,676591,605857,46213,445351,237.810157,279.088205,216.514864,258.4210904,16.87653597,482114,34272.8,2.809579083,,15.59151812,13.75749648,15.2560792,13.51372387,15.68250439,14.88714629,14.45162985,13.5567273,13.44630433,10.87292149,14.06695689,247.9585791
2011_CALIFORNIA,CALIFORNIA,2011,0.141,2011_CALIFORNIA,6202604,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160,6523770,59713,5793407,234.1649932,272.7698031,211.358636,261.285252,23.9996308,6289578,260806.3,-0.116266704,,18.20943798,16.24902234,17.57847294,17.092016,18.19373286,17.48037925,16.95636255,15.19621647,15.82286806,11.1292101,24.11589751,244.8946711
2011_COLORADO,COLORADO,2011,0.141,2011_COLORADO,834832,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267,827354,65601,787904,244.4560971,291.7426729,223.4338436,260.1480052,18.19191632,843316,48542.99,0.819356447,,16.11618026,13.91622213,15.1984408,15.40236347,16.1080282,15.38356768,14.97880312,12.86349587,13.75789301,11.22325129,17.37255987,254.9451547
2011_CONNECTICUT,CONNECTICUT,2011,0.141,2011_CONNECTICUT,530132,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756,516116,73194,515597,242.4134069,286.9999447,227.4273043,259.1409378,22.51406065,560546,42951.39,9.463353789,,16.22807899,13.7194555,15.10602521,15.70553403,16.19228495,15.62711478,14.99279942,12.85007054,13.2859919,11.3327738,13.05070686,253.9953984
2011_DELAWARE,DELAWARE,2011,0.141,2011_DELAWARE,119878,1759170,192182,1010026,556962,1808905,964284,497158,89576,182497,61160,118830,240.3598324,282.7699664,225.1305111,254.9352183,24.58646617,129403,8933,10.1005152,,14.51225774,12.29810319,13.9573917,13.36215736,14.54013732,13.91104621,13.24856823,11.53474778,12.24639408,11.15315373,14.48595097,250.7988821
2011_FLORIDA,FLORIDA,2011,0.141,2011_FLORIDA,2636404,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138,2217069,50468,2464854,239.826451,277.8370352,224.5285854,274.6813995,19.1921641,2643347,175609.29,4.139731512,,17.2228114,15.49718336,16.15229075,16.4869839,17.24295415,16.60657134,16.03650956,14.44036522,14.74360168,10.96099982,15.05243259,254.2183678
2011_GEORGIA,GEORGIA,2011,0.141,2011_GEORGIA,1666039,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605,1368395,51440,1551644,238.3665421,278.4836192,220.8107201,265.8394755,18.67791046,1677067,112459.6,3.765292956,,16.83945505,14.76594402,15.96131668,16.06009766,16.7915969,16.21658281,15.55787322,13.81343271,14.26105415,10.98007643,14.91261751,250.8750892
2011_HAWAII,HAWAII,2011,0.141,2011_HAWAII,179601,2499513,347363,2088870,63280,2259104,1253534,786284,133810,85476,66068,165655,238.8219278,277.8362111,213.6145712,242.0563682,27.52674876,179601,11395.95,11.7666761,,14.86351154,12.89003069,14.68403888,11.18722967,14.7623839,14.17338239,13.7069784,11.93608123,11.48789598,11.23034486,15.76007266,243.0822696
2011_IDAHO,IDAHO,2011,0.141,2011_IDAHO,265713,2089982,292602,1320153,477227,1960818,1104553,613667,98963,83524,53102,257972,240.3288325,286.6750633,220.8297706,272.34996,33.14626117,275859,15672.54,15.54483855,,14.68457108,12.71847367,14.22516327,13.20765262,14.62077736,14.04685636,13.45911279,11.63440639,11.46479437,11.01187494,17.60142262,255.0459066
2011_ILLINOIS,ILLINOIS,2011,0.141,2011_ILLINOIS,2072114,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651,1884866,56658,1937608,238.8368789,283.2281347,219.3574983,262.1213748,54.3137102,2091654,132982.73,38.58494602,,17.33206294,15.01036516,16.25306422,16.7557337,17.2982266,16.63092734,16.17437267,13.8669114,14.58127236,11.07669355,15.72876418,250.8859717
2011_INDIANA,INDIANA,2011,0.141,2011_INDIANA,1023220,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684,843671,49730,962599,243.836876,285.0029161,220.7313427,262.3586434,27.72300469,1047232,58121,9.704870114,,16.44269785,13.97151197,15.94080679,15.27193618,16.35557918,15.67184085,15.21400514,13.25563551,13.77742296,10.94626872,18.01813458,252.9824446
2011_IOWA,IOWA,2011,0.141,2011_IOWA,493493,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237,861361,56191,455683,242.6048729,284.9208361,220.707447,257.1880104,14.52651886,495775,34642.08,0.215166887,,15.75545355,13.43105471,14.87869507,15.03396478,15.74867879,15.04469069,14.44116569,12.47876956,13.79817405,11.06841695,14.31135197,251.3552916
2011_KANSAS,KANSAS,2011,0.141,2011_KANSAS,482692,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493,851777,51634,442920,246.2553348,289.6192827,223.5650912,268.0146716,21.82573837,483701,34643.8,7.863615279,,15.65920596,13.45655602,15.02758387,14.6313172,15.6812186,14.99115031,14.37313686,12.4355263,13.78698511,10.98384072,13.96212309,256.8635951
2011_KENTUCKY,KENTUCKY,2011,0.141,2011_KENTUCKY,672958,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989,733357,44595,629177,240.8307002,281.6088097,225.1350629,265.6437294,42.9668315,673128,42041.84,26.95592427,,15.90815654,14.09986887,15.25686944,14.75199282,15.92894799,15.24597053,14.75327791,13.0964186,13.63729297,10.83728209,16.01090723,253.3045756
2011_LOUISIANA,LOUISIANA,2011,0.141,2011_LOUISIANA,665109,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798,809639,45493,647353,230.7788693,272.8433339,210.4107263,264.7298445,22.60511026,696558,48655.03,8.288851493,,16.0297177,14.35105374,15.13199795,15.12801765,16.05384836,15.37354518,14.89629513,13.0479771,13.73624882,10.85721882,14.31625877,244.6906935
2011_MAINE,MAINE,2011,0.141,2011_MAINE,186835,2654366,289290,1043281,1321795,2728535,1431522,874220,145034,164850,55602,175325,244.2570165,288.7322976,222.0373322,264.5545275,17.53012812,189077,15384.3,5.239871174,,14.92362146,12.70709,13.98978618,14.22640629,14.95118046,14.30615384,13.81299241,12.01662855,12.14469632,11.05787952,12.29025695,254.8952935
2011_MARYLAND,MARYLAND,2011,0.141,2011_MARYLAND,851971,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356,989839,77066,789359,247.1065558,287.9978023,230.7828412,267.3363958,20.22057401,852211,58428.47,5.635030351,,16.54594408,14.17531903,15.65367875,15.84647927,16.53123935,15.92226233,15.37063167,13.21834278,13.93720265,11.38432255,14.58554366,258.3058988
2011_MASSACHUSETTS,MASSACHUSETTS,2011,0.141,2011_MASSACHUSETTS,924903,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972,817228,70842,884414,253.3964558,298.5124311,236.7738666,268.8339636,18.98178484,955563,68754.39,5.083574126,,16.6815676,14.12755397,15.70237971,16.07755718,16.66547543,16.10911596,15.46989729,13.13991652,13.74557848,11.3001124,13.89821072,264.3791793
2011_MICHIGAN,MICHIGAN,2011,0.141,2011_MICHIGAN,1455966,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583,1273466,54691,1457648,236.4022137,280.176518,218.8608104,254.6883478,27.06848986,1587067,88614.71,9.158743277,,16.91134893,14.87386578,16.23443094,15.89375283,16.86356061,16.16648595,15.74323451,13.79959173,14.18915795,11.04135951,17.90974659,247.5319725
2011_MINNESOTA,MINNESOTA,2011,0.141,2011_MINNESOTA,798891,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204,1016875,64695,775605,249.1866861,294.9464228,222.3086724,269.872413,22.40628904,838037,52671.71,6.495717687,,16.33731245,13.7765158,15.78636271,15.27702058,16.3094463,15.67814526,14.87169715,13.73075601,13.96414983,11.20934427,15.91057135,259.0785486
2011_MISSISSIPPI,MISSISSIPPI,2011,0.141,2011_MISSISSIPPI,490526,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243,368906,45976,441072,229.8680222,269.2356456,209.1880201,271.2228966,20.79120128,490526,32254.83,5.583370389,,15.45520657,13.95385982,14.67567268,14.31123201,15.41662158,14.75307196,14.27902678,12.65367492,12.95020222,10.86777987,15.20783089,244.8786461
2011_MISSOURI,MISSOURI,2011,0.141,2011_MISSOURI,896702,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640,849819,51217,846720,240.494831,281.9476462,220.346171,275.3685176,17.07737941,918710,66734.84,3.310807111,,16.2415003,14.24362747,15.28986155,15.50391785,16.23412588,15.57682851,15.03774437,13.31562692,13.78468374,10.97573186,13.7665723,254.5392915
2011_MONTANA,MONTANA,2011,0.141,2011_MONTANA,141529,1631810,264517,713642,653651,1655584,902615,540180,72488,103728,45066,130652,243.7966065,292.9078043,225.1442162,265.1940412,16.62578155,141693,10360.99,2.950157892,,14.43710546,12.61756587,13.61004179,13.52223392,14.45156945,13.84495646,13.33156277,11.32308138,11.68143244,10.84778843,13.67562366,256.7606671
2011_NEBRASKA,NEBRASKA,2011,0.141,2011_NEBRASKA,297659,3879388,571969,1153077,2154342,3676326,2101943,951912,171112,349683,62229,277501,239.8032687,283.1970448,223.311726,270.1489602,18.65121096,298500,22345.16,5.292613396,,15.30309304,13.38874514,14.08984965,14.71490097,15.24932951,14.69027778,13.89813294,12.18197866,12.89668738,11.17048148,13.35859757,254.1152499
2011_NEVADA,NEVADA,2011,0.141,2011_NEVADA,429610,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940,323746,52637,405467,237.0318789,278.1131537,212.5751917,253.8334404,34.12618297,437149,21839.48,14.10972653,,15.3696988,13.14222342,14.80593783,14.2400136,15.39641597,14.71824119,14.26741362,12.04989556,12.81961961,11.00307964,20.01645644,245.3884162
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,0.141,2011_NEW HAMPSHIRE,189275,2947007,184768,1061011,1701228,3001244,1654129,855476,77384,206241,73714,179985,251.7788368,292.1087397,230.3926764,266.7620513,23.51208014,194711,15365.2,10.83987282,,15.02820571,12.25876133,14.00663786,14.47876597,15.0464425,14.45069022,13.79131839,11.38844039,12.36870574,11.33985309,12.67220733,260.2605761
2011_NEW_JERSEY,NEW_JERSEY,2011,0.141,2011_NEW JERSEY,1399409,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456,917304,69751,1213821,248.0041626,294.1387714,231.2376297,272.8741408,29.3644943,1402548,110202.4,16.63747565,,17.21479114,14.19739116,16.18080347,16.696413,17.19454058,16.59451964,16.10323818,13.85250697,13.86109928,11.28459211,12.72701865,261.5636761
2011_NEW_MEXICO,NEW_MEXICO,2011,0.141,2011_NEW MEXICO,331373,3591330,636436,2355210,599684,3694437,1744548,1124390,140296,616478,46974,310271,232.8403707,274.4547015,208.0141194,267.7038652,20.86646494,338122,22437.43,5.796913753,,15.22593824,13.49554421,14.80404552,13.4360632,15.2542438,14.50391113,14.0646563,11.98341483,13.46368299,10.88925461,15.06955119,245.7532642
2011_NEW_YORK,NEW_YORK,2011,0.141,2011_NEW YORK,2677412,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793,4653802,56657,2477088,237.5199426,280.4530261,222.4938109,258.1932642,14.55800175,2734955,211605.54,1.633221993,,18.00360436,15.58027256,17.09105062,17.33001775,18.03249924,17.58062898,16.61884873,14.2958115,15.48510015,11.0766759,12.92477976,249.665011
2011_NORTH_CAROLINA,NORTH_CAROLINA,2011,0.141,2011_NORTH CAROLINA,1448117,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313,980517,50581,1389920,244.5179008,286.2670282,221.3569636,272.0786265,24.56286993,1490605,98357.47,9.407894921,,16.61530438,14.66376846,15.96079349,15.53132874,16.5696918,15.97111306,15.29385341,13.58545962,13.92774033,10.96323636,15.15497501,256.0551298
2011_NORTH_DAKOTA,NORTH_DAKOTA,2011,0.141,2011_NORTH DAKOTA,96255,1309044,186844,630430,491770,1312226,660944,360118,86352,124967,63063,89410,245.156416,291.9984045,225.5775263,275.1831643,14.8472225,96323,8416.95,3.403290909,,14.21671273,12.26993439,13.48606248,13.23767148,14.21914056,13.53332947,12.92609211,11.49809232,11.86771005,11.18379458,11.44393159,259.4788778
2011_OHIO,OHIO,2011,0.141,2011_OHIO,1655534,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953,2494681,49957,1608707,244.0386216,288.6025968,223.8282139,255.8616346,21.49316328,1754191,109281.94,5.441187996,,17.10393325,14.87716814,16.23328529,16.35620948,17.08336174,16.35204816,15.97168333,13.88122561,14.86157649,10.95082299,16.05197529,253.0827667
2011_OKLAHOMA,OKLAHOMA,2011,0.141,2011_OKLAHOMA,658163,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172,510428,54217,611091,237.4290823,279.1796082,215.4775857,265.6970283,21.7640426,659911,41277.8,5.776974488,,15.71131269,13.91543878,14.95575961,14.70144434,15.6781837,15.00054264,14.54346088,12.94549075,13.27490994,11.03265486,15.98706811,249.4458261
2011_OREGON,OREGON,2011,0.141,2011_OREGON,559631,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903,461979,57653,526730,236.914497,282.5182068,216.4401544,262.9289563,22.38002444,570720,28109.27,2.076402184,,15.75774887,13.78329188,14.9744467,14.85207295,15.79076056,15.12950779,14.67559351,12.45532955,13.17517979,11.09410263,20.30362226,249.7004536
2011_PENNSYLVANIA,PENNSYLVANIA,2011,0.141,2011_PENNSYLVANIA,1670854,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139,2189151,55845,1639823,245.6549103,286.1027417,227.2364632,268.6942179,24.63708755,1793284,129911.39,10.83318629,,17.29705687,15.16287036,16.17325293,16.7111811,17.3081632,16.56932062,16.02022372,14.13566873,14.73092943,11.06224035,13.80390126,256.9220833
2011_RHODE_ISLAND,RHODE_ISLAND,2011,0.141,2011_RHODE ISLAND,139157,2212352,234111,768713,1209528,2198940,1260021,736651,93820,43726,54864,132690,241.6247747,282.8756596,222.4815969,268.2839492,25.28790546,143793,11211.8,12.46275695,,14.74147183,12.49545571,13.68437804,14.13764583,14.73539105,14.17854402,13.64177459,11.5810384,10.81760324,11.04451775,12.8251485,253.8164951
2011_SOUTH_CAROLINA,SOUTH_CAROLINA,2011,0.141,2011_SOUTH CAROLINA,713511,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361,1016126,44850,671121,237.303025,281.0001337,214.8998089,260.1212646,23.90547046,725838,45210.4,7.850801622,,15.99804313,13.98814674,15.15300163,15.16897979,16.02202652,15.25298301,14.83467994,13.00159567,13.96341299,10.84298394,16.05466884,248.3310581
2011_SOUTH_DAKOTA,SOUTH_DAKOTA,2011,0.141,2011_SOUTH DAKOTA,125613,1297661,262395,374648,660618,1350617,661519,390655,59757,199636,52838,116641,240.9797923,290.6151968,219.8144463,264.2256116,21.5447313,126128,9511.67,8.284389005,,14.20797904,12.60951135,12.96564727,13.53283611,14.24797715,13.53419906,13.00748517,11.12994669,12.33615606,11.00689098,13.2603423,253.9087618
2011_TENNESSEE,TENNESSEE,2011,0.141,2011_TENNESSEE,986382,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721,661195,47306,919890,232.901117,274.0387103,214.6402149,267.7505967,18.78388314,987422,66558.1,3.948393548,,16.10842483,14.18865447,15.32251658,15.1862512,16.14034689,15.54623031,14.91638116,13.21286503,13.53370915,10.89629749,14.83548959,247.3326597
2011_TEXAS,TEXAS,2011,0.141,2011_TEXAS,4800196,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232,6556210,54879,4621024,241.1017937,290.3467094,218.3208446,265.1195563,18.58446284,4935715,334996.94,3.85085065,,17.87969526,16.00385399,16.92413112,17.10789196,17.91187597,17.17247259,16.60947473,14.85334567,15.82782832,11.04479111,14.73361219,253.722226
2011_UTAH,UTAH,2011,0.141,2011_UTAH,545395,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664,592949,62092,549879,242.5375131,283.3083321,220.4160345,260.3070199,37.63414749,585552,25676.71,14.82935669,,15.36841403,13.25583123,14.66920469,14.4063324,15.3815273,14.71629022,13.96579371,12.79433871,13.42476874,11.16827751,22.8047908,251.6422249
2011_VERMONT,VERMONT,2011,0.141,2011_VERMONT,86982,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655,58029,83846,246.6397299,293.8825771,226.7716427,268.9415376,16.6277031,96858,8382.08,5.072337365,,14.47007041,11.71083361,14.23197182,12.56313524,14.49120106,13.82906893,13.27764312,11.01780812,11.19313823,11.10060324,11.55536573,259.0588718
2011_VIRGINIA,VIRGINIA,2011,0.141,2011_VIRGINIA,1250852,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067,70062,1162309,245.3336181,289.2554112,226.3784347,259.2083707,21.88711874,1251440,70947.13,4.248068364,,16.63222074,14.30320088,15.62473217,16.01134586,16.63361653,16.00933912,15.4740296,13.40146357,14.01979861,11.28904091,17.63905037,255.0439587
2011_WASHINGTON,WASHINGTON,2011,0.141,2011_WASHINGTON,1042979,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334,63610,967439,243.1828847,288.1077619,220.528788,261.4283909,25.9647935,1043788,53934.11,6.611771823,,16.42445315,14.26049421,15.85821734,15.27708858,16.42633841,15.74037172,15.17918316,13.28232515,14.33086278,11.19243104,19.35302168,253.3119564
2011_WEST_VIRGINIA,WEST_VIRGINIA,2011,0.141,2011_WEST VIRGINIA,282130,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866,269242,46794,261698,234.6558068,273.2631731,214.3860242,267.0874061,20.03393025,282879,20338.46,6.125355072,,15.19319484,13.27457291,14.6037567,13.98438381,15.24763972,14.64575282,14.09601838,12.39561435,12.63527095,10.88541534,13.90857518,247.3481026
2011_WISCONSIN,WISCONSIN,2011,0.141,2011_WISCONSIN,864251,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918,58248,810230,244.6918655,288.6659327,221.2399069,273.840765,18.33640344,872286,57625.42,3.199229605,,16.40394878,13.95032041,15.60124433,15.64017211,16.38459438,15.76198008,15.24727399,13.21209554,13.33477505,11.10437011,15.13717384,257.1096175
2011_WYOMING,WYOMING,2011,0.141,2011_WYOMING,88165,1650621,154955,878979,616687,1656850,825783,528352,52046,234408,60991,82226,243.874435,287.767926,224.0622781,267.2728912,18.42812523,89009,7127.45,5.939928186,,14.44856721,12.0827951,13.81842136,13.46402195,14.45233384,13.75599238,13.30942308,10.99178829,12.49672354,11.15038666,12.48819704,255.7443826
2013_ALABAMA,ALABAMA,2013,0.102,2013_ALABAMA,744548,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737,643522,44679,686447,232.8613325,269.1942806,218.5759534,269.5337264,11.88082391,744637,51877.22,-2.473010009,,15.88636254,13.70406085,15.27318989,14.82385636,15.92590442,15.23385777,14.75301539,13.36226835,13.4718382,10.80438558,14.35383392,247.5413232
2013_ALASKA,ALASKA,2013,0.102,2013_ALASKA,131091,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505,66010,120312,236.1220044,281.5595728,209.3472882,268.8033631,23.94643828,131489,7682.18,6.830333218,,14.84681389,12.77612995,14.44763771,13.25240248,14.89319136,14.19378479,13.8949233,11.47268486,12.52034496,11.19468824,17.11610506,248.9580571
2013_ARIZONA,ARIZONA,2013,0.102,2013_ARIZONA,941726,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750,558466,54635,1015927,240.3049115,279.722268,213.1341315,257.4278382,31.00325253,1089384,48866.42,8.710152278,,16.0124112,14.07675752,14.98906018,15.31179924,15.94086196,15.25395283,14.88483261,12.9150009,13.33007573,11.00555669,22.29310025,247.6472873
2013_ARKANSAS,ARKANSAS,2013,0.102,2013_ARKANSAS,477716,5067546,572096,3847045,648405,5226339,2545564,1694335,281692,533975,43101,449790,239.8905221,277.9148025,218.5238853,261.2560926,16.93338467,486157,34131.42,2.689705384,,15.53549395,13.3541888,15.25994259,13.47939749,15.5663483,14.84698951,14.4399276,12.64569627,13.28523101,10.76842819,14.24367928,249.3963256
2013_CALIFORNIA,CALIFORNIA,2013,0.102,2013_CALIFORNIA,6208733,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759,6160059,62113,5799332,233.6544646,275.9013507,212.5459679,260.4482872,24.22269628,6299451,266254.85,0.563217404,,18.14483639,15.97139933,17.47201173,17.16653442,18.15722659,17.44471314,16.93771026,15.15441411,15.73072362,11.1338373,23.65947888,245.6375176
2013_COLORADO,COLORADO,2013,0.102,2013_COLORADO,851063,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228,758041,68422,809774,246.975708,289.6818001,226.6632196,261.9644908,18.28682713,863561,48921.79,0.634958705,,16.09043752,13.55061376,15.21930086,15.40256458,16.07585971,15.3695993,14.93282521,12.90540381,13.63561946,11.2305764,17.65186842,256.3213046
2013_CONNECTICUT,CONNECTICUT,2013,0.102,2013_CONNECTICUT,517812,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881,487318,73184,507926,243.4402974,285.2439723,229.5815994,261.5024557,22.52193045,550954,43931.33,9.980675725,,16.24665911,13.07917689,15.2660065,15.70678954,16.19081183,15.62863314,15.00006592,12.89065541,13.19379888,11.29785881,12.54125473,254.9420812
