Key,Value
2003_OHIO,1838285
2002_OHIO,1830985
2001_OHIO,1835049
2000_OHIO,1836554
1999_OHIO,1842163
1998_OHIO,1847114
1997_OHIO,1844698
1996_OHIO,1836015
1995_OHIO,1814290
1994_OHIO,1807319
1993_OHIO,1795199
1992_OHIO,1783767
1991_OHIO,1771089
2018_OKLAHOMA,695092
2017_OKLAHOMA,693903
2016_OKLAHOMA,692878
2015_OKLAHOMA,688511
2014_OKLAHOMA,681848
2013_OKLAHOMA,673483
2012_OKLAHOMA,666120
2011_OKLAHOMA,659911
2010_OKLAHOMA,654802
2009_OKLAHOMA,645108
2008_OKLAHOMA,642065
2007_OKLAHOMA,639391
2006_OKLAHOMA,634739
2005_OKLAHOMA,629476
2004_OKLAHOMA,626160
2003_OKLAHOMA,624548
2002_OKLAHOMA,622139
2001_OKLAHOMA,623110
2000_OKLAHOMA,627032
1999_OKLAHOMA,628492
1998_OKLAHOMA,623681
