PRIMARY_KEY,STATE,YEAR,ALTERNATIVE_KEY,ENROLL,,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,KINDERGARTEN_STUDENTS,KINDERGARTEN_TEACHERS,KINDERGARTEN_STUDENT_TEACHER_RATIO,ALL_STUDENTS,ALL_TEACHERS,ALL_STUDENT_TEACHER_RATIO,KINDERGARTEN_ALL_RATIO_DIFF,MEDIAN_INCOME,
2010_OHIO,OHIO,2010,2010_OHIO,,,23247907,2310440,9987732,10949735,22701333,10976072,7468941,923709,2451038,30047,129964,133202,133210,118946,1062797,531383,1624227,,,,,131114,6060.74,21.6333319,1764297,111377.53,15.84069067,-5.792641236,52961,111377.53
2010_OKLAHOMA,OKLAHOMA,2010,2010_OKLAHOMA,,,5778507,768319,2658186,2352002,5971651,2900568,1901671,624330,471937,40688,52114,48519,45737,39634,389362,175949,605999,,,,,51037,2408.1,21.1938873,654802,42614.6,15.3656728,-5.828214499,49749,42614.6
2010_OREGON,OREGON,2010,2010_OREGON,,,6219779,813110,2947614,2459055,6398065,3246437,2054025,219391,573818,9392,40656,42924,42834,46212,342553,178119,530064,,,,,40563,1859.36,21.81557095,582839,28768.01,20.25996932,-1.555601629,58404,28768.01
2010_PENNSYLVANIA,PENNSYLVANIA,2010,2010_PENNSYLVANIA,,,27883991,2977089,9430947,15475955,28231191,13442543,7774897,1183764,2208448,16294,128120,132497,135876,141710,1064238,582442,1662974,,,,,128947,5249.53,24.56353235,1785993,130983.79,13.63522158,-10.92831077,55763,130983.79
2010_RHODE_ISLAND,RHODE_ISLAND,2010,2010_RHODE ISLAND,,,2207123,247217,736525,1223381,2187163,1238257,758963,89242,40673,2054,10057,10865,10954,10466,85623,46059,133736,,,,,10254,407.1,25.18791452,145118,11366.23,12.76746995,-12.42044456,59582,11366.23
2010_SOUTH_CAROLINA,SOUTH_CAROLINA,2010,2010_SOUTH CAROLINA,,,7755419,1058473,3377539,3319407,8242553,3797945,2445636,389554,1203253,24188,54624,55636,52904,44703,436769,210257,671214,,,,,53615,2309,23.22000866,723143,46979.5,15.39273513,-7.827273533,48127,46979.5
2010_SOUTH_DAKOTA,SOUTH_DAKOTA,2010,2010_SOUTH DAKOTA,,,1292742,250554,398601,643587,1281632,660064,382212,57639,146273,1974,11049,9140,9275,9063,74913,38192,115079,,,,,10560,487.41,21.66553825,123713,9325.99,13.26540131,-8.400136939,52344,9325.99
2010_TENNESSEE,TENNESSEE,2010,2010_TENNESSEE,,,8405025,1094293,3834174,3476558,8760367,4934044,2516326,467568,627390,28787,76642,75481,71475,67441,596278,285715,910780,,,,,76745,4033.45,19.02713558,972549,65360.69,14.87972358,-4.147412002,44541,65360.69
2010_TEXAS,TEXAS,2010,2010_TEXAS,,,50559500,7984614,18899565,23675321,53810244,25097921,14179639,2401640,8055742,249122,374195,374111,354314,298400,2963292,1349106,4561520,,,,,369433,20590.79,17.94166227,4850210,333163.82,14.55803334,-3.383628925,54554,333163.82
2010_UTAH,UTAH,2010,2010_UTAH,,,4250259,570301,2171889,1508069,4326951,2117551,1002867,308107,786272,10376,48043,46127,42227,38744,366560,160573,537509,,,,,47684,1244.37,38.31979234,571586,25615.06,22.31445095,-16.00534139,65443,25615.06
2010_VERMONT,VERMONT,2010,2010_VERMONT,,,1749898,173528,1326528,249842,1719870,890606,509650,47578,65751,10678,6259,6291,6757,7114,51052,28869,90599,,,,,6216,388.48,16.00082372,91451,8733.88,10.47083312,-5.5299906,64551,8733.88
2010_VIRGINIA,VIRGINIA,2010,2010_VIRGINIA,,,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527,1127484,30821,92899,93965,91877,89266,747726,379994,1158541,,,,,92281,4202.01,21.96115668,1245340,70827.39,17.58274588,-4.3784108,69675,70827.39
2010_WASHINGTON,WASHINGTON,2010,2010_WASHINGTON,,,11919090,1400984,6931430,3586676,11820814,5934710,3402730,503236,1516372,12056,75933,78546,78448,83712,626183,329616,967855,,,,,74547,2794.17,26.67947906,1035347,53447.82,19.3711736,-7.308305454,64822,53447.82
2010_WEST_VIRGINIA,WEST_VIRGINIA,2010,2010_WEST VIRGINIA,,,3176874,513794,1677745,985335,3484593,1978226,1094980,204402,191662,14660,21256,20493,20455,18430,165556,81407,261623,,,,,21454,1076.38,19.93162266,282662,20298.84,13.92503217,-6.006590492,49372,20298.84
2010_WISCONSIN,WISCONSIN,2010,2010_WISCONSIN,,,11289720,1115342,4951919,5222459,11116821,5994721,3455651,485711,617744,50200,60721,61015,61337,69858,487558,273807,811565,,,,,61094,3324.09,18.37916543,872436,58425.7,14.93240132,-3.446764102,58114,58425.7
2010_WYOMING,WYOMING,2010,2010_WYOMING,,,1718605,123942,880916,713747,1696177,787627,504838,49289,340678,582,7611,6694,6657,6233,54593,26223,81398,,,,,7406,406.2,18.23239783,88155,7165.53,12.30264893,-5.929748902,60249,7165.53
2011_ALABAMA,ALABAMA,2011,2011_ALABAMA,,,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140,564183,8282,57602,56491,57919,49510,461122,217615,687019,231.286019,269.0965158,220.2734133,257.3835093,57665,5119.19,11.26447739,755552,49363.24,15.30596452,4.041487131,47654,49363.24
2011_ALASKA,ALASKA,2011,2011_ALASKA,,,2357828,420152,1416163,521513,2443898,1215062,908567,81031,180137,2755,10453,9667,9527,9918,78849,39110,120714,236.359658,283.2727979,207.9236959,267.5429942,10120,438.93,23.05606817,132104,8170.64,16.16813371,-6.887934458,64260,8170.64
2011_ARIZONA,ARIZONA,2011,2011_ARIZONA,,,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633,741124,8860,84433,82566,81294,81179,665998,320807,995665,235.157597,279.0335017,212.3950499,270.9661722,82860,2779.63,29.80972288,1071751,50030.62,21.42190123,-8.387821649,54403,50030.62
2011_ARKANSAS,ARKANSAS,2011,2011_ARKANSAS,,,5176362,827026,3701224,648112,5669431,2559292,1655684,676591,605857,14466,37305,36662,36339,30441,293926,136959,445351,237.810157,279.088205,216.514864,258.4210904,37701,2233.93,16.87653597,482114,34272.8,14.06695689,-2.809579083,46213,34272.8
2011_CALIFORNIA,CALIFORNIA,2011,2011_CALIFORNIA,,,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160,6523770,73630,488070,462082,467626,494144,3742708,1977069,5793407,234.1649932,272.7698031,211.358636,261.285252,468036,19501.8,23.9996308,6289578,260806.3,24.11589751,0.116266704,59713,260806.3
2011_COLORADO,COLORADO,2011,2011_COLORADO,,,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267,827354,31091,66361,64560,61156,61398,513402,243411,787904,244.4560971,291.7426729,223.4338436,260.1480052,65182,3583.02,18.19191632,843316,48542.99,17.37255987,-0.819356447,65601,48542.99
2011_CONNECTICUT,CONNECTICUT,2011,2011_CONNECTICUT,,,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756,516116,16022,38840,40138,42511,40677,328515,171060,515597,242.4134069,286.9999447,227.4273043,259.1409378,39670,1762.01,22.51406065,560546,42951.39,13.05070686,-9.463353789,73194,42951.39
2011_DELAWARE,DELAWARE,2011,2011_DELAWARE,,,1759170,192182,1010026,556962,1808905,964284,497158,89576,182497,1402,10116,9691,9569,8570,79106,38322,118830,240.3598324,282.7699664,225.1305111,254.9352183,9810,399,24.58646617,129403,8933,14.48595097,-10.1005152,61160,8933
2011_FLORIDA,FLORIDA,2011,2011_FLORIDA,,,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138,2217069,54938,203302,195625,200378,174371,1617862,792054,2464854,239.826451,277.8370352,224.5285854,274.6813995,197097,10269.66,19.1921641,2643347,175609.29,15.05243259,-4.139731512,50468,175609.29
2011_GEORGIA,GEORGIA,2011,2011_GEORGIA,,,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605,1368395,45353,133372,128827,126785,98625,1032525,473766,1551644,238.3665421,278.4836192,220.8107201,265.8394755,132008,7067.6,18.67791046,1677067,112459.6,14.91261751,-3.765292956,51440,112459.6
2011_HAWAII,HAWAII,2011,2011_HAWAII,,,2499513,347363,2088870,63280,2259104,1253534,786284,133810,85476,1492,16827,14353,12783,11084,112565,51598,165655,238.8219278,277.8362111,213.6145712,242.0563682,16028,582.27,27.52674876,179601,11395.95,15.76007266,-11.7666761,66068,11395.95
2011_IDAHO,IDAHO,2011,2011_IDAHO,,,2089982,292602,1320153,477227,1960818,1104553,613667,98963,83524,1338,21901,21835,21172,19423,174825,81809,257972,240.3288325,286.6750633,220.8297706,272.34996,21144,637.9,33.14626117,275859,15672.54,17.60142262,-15.54483855,53102,15672.54
2011_ILLINOIS,ILLINOIS,2011,2011_ILLINOIS,,,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651,1884866,80723,145489,151870,153828,145047,1226944,629941,1937608,238.8368789,283.2281347,219.3574983,262.1213748,146225,2692.23,54.3137102,2091654,132982.73,15.72876418,-38.58494602,56658,132982.73
2011_INDIANA,INDIANA,2011,2011_INDIANA,,,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684,843671,9540,78166,78627,79586,74071,636899,316160,962599,243.836876,285.0029161,220.7313427,262.3586434,76765,2769,27.72300469,1047232,58121,18.01813458,-9.704870114,49730,58121
2011_IOWA,IOWA,2011,2011_IOWA,,,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237,861361,26930,40187,34951,35498,37069,283035,145718,455683,242.6048729,284.9208361,220.707447,257.1880104,39306,2705.81,14.52651886,495775,34642.08,14.31135197,-0.215166887,56191,34642.08
2011_KANSAS,KANSAS,2011,2011_KANSAS,,,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493,851777,18110,37557,35608,35291,32478,287355,137455,442920,246.2553348,289.6192827,223.5650912,268.0146716,37023,1696.3,21.82573837,483701,34643.8,13.96212309,-7.863615279,51634,34643.8
2011_KENTUCKY,KENTUCKY,2011,2011_KENTUCKY,,,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989,733357,28107,52325,49894,50043,43928,407678,193392,629177,240.8307002,281.6088097,225.1350629,265.6437294,51091,1189.08,42.9668315,673128,42041.84,16.01090723,-26.95592427,44595,42041.84
2011_LOUISIANA,LOUISIANA,2011,2011_LOUISIANA,,,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798,809639,29422,56037,58304,52289,39088,433343,184588,647353,230.7788693,272.8433339,210.4107263,264.7298445,54276,2401.05,22.60511026,696558,48655.03,14.31625877,-8.288851493,45493,48655.03
2011_MAINE,MAINE,2011,2011_MAINE,,,2654366,289290,1043281,1321795,2728535,1431522,874220,145034,164850,5048,13644,13533,14584,14887,111354,58923,175325,244.2570165,288.7322976,222.0373322,264.5545275,13819,788.3,17.53012812,189077,15384.3,12.29025695,-5.239871174,55602,15384.3
2011_MARYLAND,MARYLAND,2011,2011_MARYLAND,,,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356,989839,28850,64727,63118,61917,60289,500639,259870,789359,247.1065558,287.9978023,230.7828412,267.3363958,62704,3101,20.22057401,852211,58428.47,14.58554366,-5.635030351,77066,58428.47
2011_MASSACHUSETTS,MASSACHUSETTS,2011,2011_MASSACHUSETTS,,,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972,817228,28116,67956,70404,72758,67460,569243,287055,884414,253.3964558,298.5124311,236.7738666,268.8339636,67496,3555.83,18.98178484,955563,68754.39,13.89821072,-5.083574126,70842,68754.39
2011_MICHIGAN,MICHIGAN,2011,2011_MICHIGAN,,,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583,1273466,37020,107852,112465,118628,120498,920586,500042,1457648,236.4022137,280.176518,218.8608104,254.6883478,112835,4168.5,27.06848986,1587067,88614.71,17.90974659,-9.158743277,54691,88614.71
2011_MINNESOTA,MINNESOTA,2011,2011_MINNESOTA,,,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204,1016875,14568,64133,60917,61574,71583,496843,264194,775605,249.1866861,294.9464228,222.3086724,269.872413,62961,2809.97,22.40628904,838037,52671.71,15.91057135,-6.495717687,64695,52671.71
2011_MISSISSIPPI,MISSISSIPPI,2011,2011_MISSISSIPPI,,,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243,368906,3842,41048,37715,36071,29115,303072,134158,441072,229.8680222,269.2356456,209.1880201,271.2228966,38923,1872.09,20.79120128,490526,32254.83,15.20783089,-5.583370389,45976,32254.83
2011_MISSOURI,MISSOURI,2011,2011_MISSOURI,,,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640,849819,29931,69864,67274,68413,64475,545581,271208,846720,240.494831,281.9476462,220.346171,275.3685176,69376,4062.45,17.07737941,918710,66734.84,13.7665723,-3.310807111,51217,66734.84
2011_MONTANA,MONTANA,2011,2011_MONTANA,,,1631810,264517,713642,653651,1655584,902615,540180,72488,103728,1475,11697,10739,10773,10208,86553,42624,130652,243.7966065,292.9078043,225.1442162,265.1940412,11115,668.54,16.62578155,141693,10360.99,13.67562366,-2.950157892,45066,10360.99
2011_NEBRASKA,NEBRASKA,2011,2011_NEBRASKA,,,3879388,571969,1153077,2154342,3676326,2101943,951912,171112,349683,12907,23795,22279,21115,22332,176802,87792,277501,239.8032687,283.1970448,223.311726,270.1489602,23411,1255.2,18.65121096,298500,22345.16,13.35859757,-5.292613396,62229,22345.16
2011_NEVADA,NEVADA,2011,2011_NEVADA,,,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940,323746,4408,33502,33608,33745,30322,270807,130252,405467,237.0318789,278.1131537,212.5751917,253.8334404,32454,951,34.12618297,437149,21839.48,20.01645644,-14.10972653,52637,21839.48
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,2011_NEW HAMPSHIRE,,,2947007,184768,1061011,1701228,3001244,1654129,855476,77384,206241,3228,11915,14190,15164,14911,114489,62268,179985,251.7788368,292.1087397,230.3926764,266.7620513,11970,509.1,23.51208014,194711,15365.2,12.67220733,-10.83987282,73714,15365.2
2011_NEW_JERSEY,NEW_JERSEY,2011,2011_NEW JERSEY,,,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456,917304,36581,90955,96459,98968,94059,783107,394133,1213821,248.0041626,294.1387714,231.2376297,272.8741408,92413,3147.1,29.3644943,1402548,110202.4,12.72701865,-16.63747565,69751,110202.4
2011_NEW_MEXICO,NEW_MEXICO,2011,2011_NEW MEXICO,,,3591330,636436,2355210,599684,3694437,1744548,1124390,140296,616478,7652,26954,25703,24436,20671,204875,97744,310271,232.8403707,274.4547015,208.0141194,267.7038652,26688,1278.99,20.86646494,338122,22437.43,15.06955119,-5.796913753,46974,22437.43
2011_NEW_YORK,NEW_YORK,2011,2011_NEW YORK,,,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793,4653802,49569,197458,196082,201190,190732,1595807,831712,2477088,237.5199426,280.4530261,222.4938109,258.1932642,194607,13367.7,14.55800175,2734955,211605.54,12.92477976,-1.633221993,56657,211605.54
2011_NORTH_CAROLINA,NORTH_CAROLINA,2011,2011_NORTH CAROLINA,,,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313,980517,33603,117944,116325,113238,94017,922516,433801,1389920,244.5179008,286.2670282,221.3569636,272.0786265,115782,4713.7,24.56286993,1490605,98357.47,15.15497501,-9.407894921,50581,98357.47
2011_NORTH_DAKOTA,NORTH_DAKOTA,2011,2011_NORTH DAKOTA,,,1309044,186844,630430,491770,1312226,660944,360118,86352,124967,1706,8236,7028,7436,7348,57946,29758,89410,245.156416,291.9984045,225.5775263,275.1831643,7449,501.71,14.8472225,96323,8416.95,11.44393159,-3.403290909,63063,8416.95
2011_OHIO,OHIO,2011,2011_OHIO,,,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953,2494681,29015,131323,130406,134219,117866,1056888,522804,1608707,244.0386216,288.6025968,223.8282139,255.8616346,129964,6046.76,21.49316328,1754191,109281.94,16.05197529,-5.441187996,49957,109281.94
2011_OKLAHOMA,OKLAHOMA,2011,2011_OKLAHOMA,,,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172,510428,42145,53053,48690,47321,39447,393563,175383,611091,237.4290823,279.1796082,215.4775857,265.6970283,52114,2394.5,21.7640426,659911,41277.8,15.98706811,-5.776974488,54217,41277.8
2011_OREGON,OREGON,2011,2011_OREGON,,,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903,461979,7262,41478,42072,43653,45898,342570,176898,526730,236.914497,282.5182068,216.4401544,262.9289563,40656,1816.62,22.38002444,570720,28109.27,20.30362226,-2.076402184,57653,28109.27
2011_PENNSYLVANIA,PENNSYLVANIA,2011,2011_PENNSYLVANIA,,,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139,2189151,12887,128804,129845,135598,138265,1061733,565203,1639823,245.6549103,286.1027417,227.2364632,268.6942179,128120,5200.29,24.63708755,1793284,129911.39,13.80390126,-10.83318629,55845,129911.39
2011_RHODE_ISLAND,RHODE_ISLAND,2011,2011_RHODE ISLAND,,,2212352,234111,768713,1209528,2198940,1260021,736651,93820,43726,1979,10164,10827,11146,10558,85516,45195,132690,241.6247747,282.8756596,222.4815969,268.2839492,10057,397.7,25.28790546,143793,11211.8,12.8251485,-12.46275695,54864,11211.8
2011_SOUTH_CAROLINA,SOUTH_CAROLINA,2011,2011_SOUTH CAROLINA,,,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361,1016126,23551,56065,54157,54243,44684,439773,207797,671121,237.303025,281.0001337,214.8998089,260.1212646,54624,2285,23.90547046,725838,45210.4,16.05466884,-7.850801622,44850,45210.4
2011_SOUTH_DAKOTA,SOUTH_DAKOTA,2011,2011_SOUTH DAKOTA,,,1297661,262395,374648,660618,1350617,661519,390655,59757,199636,2996,11375,9364,9139,8662,76158,37487,116641,240.9797923,290.6151968,219.8144463,264.2256116,11049,512.84,21.5447313,126128,9511.67,13.2603423,-8.284389005,52838,9511.67
2011_TENNESSEE,TENNESSEE,2011,2011_TENNESSEE,,,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721,661195,27982,79803,75146,73725,67637,604964,286944,919890,232.901117,274.0387103,214.6402149,267.7505967,76642,4080.2,18.78388314,987422,66558.1,14.83548959,-3.948393548,47306,66558.1
2011_TEXAS,TEXAS,2011,2011_TEXAS,,,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232,6556210,249524,379446,375756,360279,298637,3007882,1363618,4621024,241.1017937,290.3467094,218.3208446,265.1195563,374195,20134.83,18.58446284,4935715,334996.94,14.73361219,-3.85085065,54879,334996.94
2011_UTAH,UTAH,2011,2011_UTAH,,,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664,592949,11972,48953,46758,43971,39693,373611,164296,549879,242.5375131,283.3083321,220.4160345,260.3070199,48043,1276.58,37.63414749,585552,25676.71,22.8047908,-14.82935669,62092,25676.71
2011_VERMONT,VERMONT,2011,2011_VERMONT,,,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655,5559,6062,6158,6646,6930,50525,27762,83846,246.6397299,293.8825771,226.7716427,268.9415376,6259,376.42,16.6277031,96858,8382.08,11.55536573,-5.072337365,58029,8382.08
2011_VIRGINIA,VIRGINIA,2011,2011_VIRGINIA,,,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067,31805,95574,93770,93361,89324,753846,376658,1162309,245.3336181,289.2554112,226.3784347,259.2083707,92899,4244.46,21.88711874,1251440,70947.13,17.63905037,-4.248068364,70062,70947.13
2011_WASHINGTON,WASHINGTON,2011,2011_WASHINGTON,,,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334,12268,78014,77051,78891,84089,627902,327269,967439,243.1828847,288.1077619,220.528788,261.4283909,75933,2924.46,25.9647935,1043788,53934.11,19.35302168,-6.611771823,63610,53934.11
2011_WEST_VIRGINIA,WEST_VIRGINIA,2011,2011_WEST VIRGINIA,,,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866,269242,15280,21172,20748,20778,18498,165613,80805,261698,234.6558068,273.2631731,214.3860242,267.0874061,21256,1061,20.03393025,282879,20338.46,13.90857518,-6.125355072,46794,20338.46
2011_WISCONSIN,WISCONSIN,2011,2011_WISCONSIN,,,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918,54438,60875,60094,61413,68392,487497,268295,810230,244.6918655,288.6659327,221.2399069,273.840765,60721,3311.5,18.33640344,872286,57625.42,15.13717384,-3.199229605,58248,57625.42
2011_WYOMING,WYOMING,2011,2011_WYOMING,,,1650621,154955,878979,616687,1656850,825783,528352,52046,234408,518,7873,6790,6796,6178,55666,26042,82226,243.874435,287.767926,224.0622781,267.2728912,7611,413.01,18.42812523,89009,7127.45,12.48819704,-5.939928186,60991,7127.45
2012_ALABAMA,ALABAMA,2012,2012_ALABAMA,,,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658,580949,9032,59428,55859,58151,48945,458974,217203,685209,,,,,57602,4825.64,11.93665503,744621,47722.67,15.60308759,3.666432555,47624,47722.67
2012_ALASKA,ALASKA,2012,2012_ALASKA,,,2383402,352005,1507913,523484,2483320,1255757,947153,82607,145219,3131,10569,9756,9806,9696,79369,38420,120920,,,,,10453,431.27,24.23771651,131167,8087.87,16.21774336,-8.01997315,69739,8087.87
2012_ARIZONA,ARIZONA,2012,2012_ARIZONA,,,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929,699033,9304,86265,83892,82769,81751,671982,321634,1002920,,,,,84433,2871.62,29.40256719,1080319,50800.15,21.26605925,-8.136507938,51546,50800.15
2012_ARKANSAS,ARKANSAS,2012,2012_ARKANSAS,,,5169926,666267,3823172,680487,5299969,2548056,1683928,277927,612420,14290,40463,36140,36607,30734,292641,138428,445359,,,,,37305,2253.87,16.55153137,483114,33982.96,14.2163602,-2.335171167,42752,33982.96
2012_CALIFORNIA,CALIFORNIA,2012,2012_CALIFORNIA,,,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344,6736656,74360,489274,468007,465967,496754,3763810,1965168,5803338,,,,,488070,19751.84,24.71010296,6287834,268688.93,23.40190941,-1.308193545,62477,268688.93
2012_COLORADO,COLORADO,2012,2012_COLORADO,,,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940,697434,30375,66951,65921,62260,62503,520184,246051,796610,,,,,66361,3531.55,18.79089918,854265,48077.76,17.76840269,-1.022496493,62735,48077.76
2012_CONNECTICUT,CONNECTICUT,2012,2012_CONNECTICUT,,,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177,637389,16393,39410,40895,42020,40743,324906,170245,511544,,,,,38840,1731.17,22.43569378,554437,43804.81,12.65698904,-9.778704741,70396,43804.81
2012_DELAWARE,DELAWARE,2012,2012_DELAWARE,,,1855867,183793,1090060,582014,1915966,1053066,531313,105134,149584,1291,10128,10089,9716,8365,79585,38022,118898,,,,,10116,422,23.97156398,128946,8587.21,15.01605294,-8.955511037,53659,8587.21
2012_FLORIDA,FLORIDA,2012,2012_FLORIDA,,,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628,1837264,55124,210489,195358,204116,183193,1626947,799602,2481673,,,,,203302,10440.44,19.47255097,2668156,175006.3,15.24605686,-4.226494109,50480,175006.3
2012_GEORGIA,GEORGIA,2012,2012_GEORGIA,,,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885,1566020,45252,136837,128538,128432,101078,1040200,481043,1566495,,,,,133372,6937.8,19.22396149,1685016,111133.3,15.16211613,-4.061845361,52726,111133.3
2012_HAWAII,HAWAII,2012,2012_HAWAII,,,2535038,318728,2161254,55056,2344733,1262938,814511,143188,124096,1509,17497,14572,12791,10721,114462,51069,167040,,,,,16827,589.81,28.52952646,182706,11458.37,15.94519988,-12.58432657,61648,11458.37
2012_IDAHO,IDAHO,2012,2012_IDAHO,,,1981482,266087,1238989,476406,1911706,1073312,609786,102831,69239,2683,22409,21884,21670,19130,177111,82631,262425,,,,,21901,654.32,33.47139015,279873,15990.44,17.50252026,-15.96886989,52508,15990.44
2012_ILLINOIS,ILLINOIS,2012,2012_ILLINOIS,,,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171,2032447,81475,147315,151409,152505,146273,1219411,624679,1925565,,,,,145489,4993.74,29.13427611,2083097,131777.31,15.8077062,-13.32656992,56690,131777.31
2012_INDIANA,INDIANA,2012,2012_INDIANA,,,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782,894450,9114,80681,75678,79908,74886,635245,316329,960688,,,,,78166,3832.17,20.39732058,1040765,62338.58,16.69535944,-3.701961139,50575,62338.58
2012_IOWA,IOWA,2012,2012_IOWA,,,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935,900591,27729,41381,35492,35694,36254,285931,144784,458444,,,,,40187,2729.17,14.72498965,495870,34658.15,14.30745726,-0.417532384,58557,34658.15
2012_KANSAS,KANSAS,2012,2012_KANSAS,,,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158,662722,18475,38379,36167,35447,32810,288797,137855,445127,,,,,37557,8456.5,4.441199078,486108,37407.3,12.99500365,8.553804571,54788,37407.3
2012_KENTUCKY,KENTUCKY,2012,2012_KENTUCKY,,,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906,764062,26753,53875,50583,50259,44032,410084,193961,630798,,,,,52325,1216.6,43.00920598,681987,41859.68,16.29221724,-26.71698875,45018,41859.68
2012_LOUISIANA,LOUISIANA,2012,2012_LOUISIANA,,,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580,777379,29426,58691,57434,52507,40179,436675,186111,652212,,,,,56037,2399.05,23.35799587,703390,48657.02,14.45608465,-8.901911222,42826,48657.02
2012_MAINE,MAINE,2012,2012_MAINE,,,2611056,239982,1012326,1358748,2625759,1376755,887596,108121,131394,4890,13727,13345,14127,14462,109307,57815,172012,,,,,13644,759.19,17.97178572,188969,14888.04,12.69267143,-5.279114286,53863,14888.04
2012_MARYLAND,MARYLAND,2012,2012_MARYLAND,,,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683,1139120,29671,66896,63703,60908,59978,506235,256836,792742,,,,,64727,3086.5,20.97100275,854086,57589.05,14.83070132,-6.140301431,78711,57589.05
2012_MASSACHUSETTS,MASSACHUSETTS,2012,2012_MASSACHUSETTS,,,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588,1159931,28245,69669,70952,72048,67856,568277,287506,884028,,,,,67956,3746.77,18.13722219,953369,69342.38,13.74872048,-4.388501715,69748,69342.38
2012_MICHIGAN,MICHIGAN,2012,2012_MICHIGAN,,,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829,1200582,36769,107986,112068,117640,118564,914737,492272,1443778,,,,,107852,4326.4,24.92880917,1573537,86997.36,18.08718104,-6.841628135,54802,86997.36
2012_MINNESOTA,MINNESOTA,2012,2012_MINNESOTA,,,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218,1034162,14695,65745,62523,62335,70510,502923,262041,779659,,,,,64133,2888.16,22.20548723,839738,52832.26,15.89441754,-6.311069691,67709,52832.26
2012_MISSISSIPPI,MISSISSIPPI,2012,2012_MISSISSIPPI,,,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636,329375,4026,43208,36663,36745,29676,304011,133809,441846,,,,,41048,1913.17,21.4554901,490619,32006.66,15.32865347,-6.126836629,40148,32006.66
